event_id,sequence,date_start,date_end,date_label,event_title,category,certainty,place_id,place_name_zh,lng,lat,coordinate_precision,needs_review,source_id,source_locator,evidence_quote
event-1999-2000-challenge-leeao-live-tour,257.4,1999-10-07,2000-02-29,1999年10月7日至2000年2月29日,《挑战李敖》校园与社区现场巡回,lecture,medium,place-ntu,台湾大学,121.5398,25.0173,institution_approx,false,source-leeao-challenge,第19行,明天晚上到台湾大学讲演...现场在这环球电视台播出
event-1999-2000-challenge-leeao-live-tour,257.4,1999-10-07,2000-02-29,1999年10月7日至2000年2月29日,《挑战李敖》校园与社区现场巡回,lecture,medium,place-tainan-labor-recreation-center,台南市劳工育乐中心,120.204,22.979,address_approx,true,source-leeao-speeches,第3、5、9行,李敖跨越2000台南演讲会...11月28日下午移师台南，假台南市劳工育乐中心举办...讲题：新台南人与新郑成功
event-1999-2000-challenge-leeao-live-tour,257.4,1999-10-07,2000-02-29,1999年10月7日至2000年2月29日,《挑战李敖》校园与社区现场巡回,lecture,medium,place-national-chung-cheng-university,中正大学,120.4728,23.5615,institution_approx,true,source-leeao-challenge,第3、7、13行,今天一样非常高兴，李敖先生可以应邀到我们学校来做一个演讲...中正大学政治系...环球电视台做现场录影
event-1999-2000-challenge-leeao-live-tour,257.4,1999-10-07,2000-02-29,1999年10月7日至2000年2月29日,《挑战李敖》校园与社区现场巡回,lecture,medium,place-national-chengchi-university,政治大学,121.576,24.987,institution_approx,true,source-leeao-challenge,第57、63行,我是政治大学历史系四年级...今天政大很了不起，能够这样的开放
event-1999-2000-challenge-leeao-live-tour,257.4,1999-10-07,2000-02-29,1999年10月7日至2000年2月29日,《挑战李敖》校园与社区现场巡回,lecture,medium,place-chinese-culture-university,中国文化大学,121.5397,25.137,institution_approx,true,source-leeao-speeches,第3、5行,今天这个活动是我们文化大学行政管理系系学会办的...今天我到贵校来很高兴
event-1999-2000-challenge-leeao-live-tour,257.4,1999-10-07,2000-02-29,1999年10月7日至2000年2月29日,《挑战李敖》校园与社区现场巡回,lecture,medium,place-national-taipei-university-taipei-campus,中兴法商 / 台北大学台北校区,121.54227,25.058049,institution_approx,true,source-leeao-speeches,第3、5行,欢迎大家来到中兴法商参与这个盛会...李敖先生来到法商这个小的校园...今天到贵校来
event-1999-2000-challenge-leeao-live-tour,257.4,1999-10-07,2000-02-29,1999年10月7日至2000年2月29日,《挑战李敖》校园与社区现场巡回,lecture,medium,place-taichung-agricultural-college,台中农学院,120.6753,24.1237,institution_approx,true,source-leeao-speeches,第3、5行,我们中兴大学非常荣幸，今天邀请到李敖先生...很高兴今天到了贵校...常常绕这个中兴湖绕湖一周
event-1999-2000-challenge-leeao-live-tour,257.4,1999-10-07,2000-02-29,1999年10月7日至2000年2月29日,《挑战李敖》校园与社区现场巡回,lecture,medium,place-shih-hsin-university,世新大学,121.5436,24.9887,institution_approx,true,source-leeao-speeches,第3、5行,世新大学新闻人报社很荣幸的...邀请李敖先生来做演讲...你们的学务长吴教授
event-1999-2000-challenge-leeao-live-tour,257.4,1999-10-07,2000-02-29,1999年10月7日至2000年2月29日,《挑战李敖》校园与社区现场巡回,lecture,medium,place-national-taiwan-normal-university,台湾师范大学,121.52749,25.02591,institution_approx,true,source-leeao-speeches,第3、5行,很多年以前，就是这个房间里面...我在师大讲的是师大新与旧...今天谢瑞智走了，我又来了，到贵校讲这个题目
event-1999-2000-challenge-leeao-live-tour,257.4,1999-10-07,2000-02-29,1999年10月7日至2000年2月29日,《挑战李敖》校园与社区现场巡回,lecture,medium,place-nctu-hsinchu,交通大学（新竹）,120.9974,24.7867,institution_approx,false,source-leeao-speeches,第1、3、5行,19991229李敖交通大学演讲...邀请到...李敖先生来一次演讲...交通大学能够请我来演讲，证明你们有言论自由
event-1999-2000-challenge-leeao-live-tour,257.4,1999-10-07,2000-02-29,1999年10月7日至2000年2月29日,《挑战李敖》校园与社区现场巡回,lecture,medium,place-national-taiwan-ocean-university,海洋大学,121.7726,25.1506,institution_approx,true,source-leeao-challenge,第23行,我今天到海洋大学来，也是向你们学习
event-1999-2000-challenge-leeao-live-tour,257.4,1999-10-07,2000-02-29,1999年10月7日至2000年2月29日,《挑战李敖》校园与社区现场巡回,lecture,medium,place-chung-hua-university,中华大学,120.946,24.758,institution_approx,true,source-leeao-challenge,第3、5行,今天是我们中华大学为了迎接我们十周年校庆所举办的一系列演讲活动...各位中华的小朋友
event-1999-2000-challenge-leeao-live-tour,257.4,1999-10-07,2000-02-29,1999年10月7日至2000年2月29日,《挑战李敖》校园与社区现场巡回,lecture,medium,place-national-cheng-kung-university,成功大学,120.2195,22.9972,institution_approx,true,source-leeao-challenge,第3、5行,邀请到李敖先生到我们成大来演讲...赶到了台南来...这个节目现场录影
event-1999-2000-challenge-leeao-live-tour,257.4,1999-10-07,2000-02-29,1999年10月7日至2000年2月29日,《挑战李敖》校园与社区现场巡回,lecture,medium,place-miaoli-culture-center-zhongzheng-hall,苗栗县立文化中心中正堂,120.820405,24.565969,address_approx,false,source-leeao-speeches,第3、5、13行,李敖跨越2000苗栗演讲会...元月16日下午移师到苗栗县立文化中心中正堂...今天第一次到苗栗
event-1999-2000-challenge-leeao-live-tour,257.4,1999-10-07,2000-02-29,1999年10月7日至2000年2月29日,《挑战李敖》校园与社区现场巡回,lecture,medium,place-banqiao-elementary-school-activity-center,板桥国小活动中心,121.4596,25.0115,address_approx,true,source-leeao-challenge,第73行,明天下午两点钟，我在板桥市有一个讲演...板桥国小活动中心，就是板桥市文化路1段23号，题目是从郑板桥到板桥
event-2000-sun-yat-sen-memorial-hall-hometown-speech,257.6,2000-01-21,2000-01-21,2000年1月21日,国父纪念馆“热爱乡土，共同打拼”演讲,politics,high,place-sun-yat-sen-memorial-hall-taipei,台北国父纪念馆,121.5603,25.0401,site_approx,false,source-leeao-challenge,第29行,明天晚上七点钟，我在台北市国父纪念馆的大会堂里面有一个重要的演讲...热爱乡土，共同打拼
event-2000-juvenile-observation-home-lecture,257.7,2000-03-29,2000-03-29,2000年3月29日,台北少年观护所“活出你自己”演讲,lecture,high,place-taipei-juvenile-observation-home-tucheng,台北少年观护所,121.45901,24.969095,address_approx,true,source-leeao-speeches,第1、3、5、7、13行,少年观护所演讲...活出你自己...我今天在这里跟各位讲话...我是你们的邻居，我在隔壁土城看守所住过半年
event-1999-2000-tv-secret-study-at-home,257.8,1999-12-01,2000-05-05,约1999年12月至2000年5月5日,《李敖秘密书房》在家中书房录制,media,medium,place-leeao-secret-study-taipei,《李敖秘密书房》台北家中书房（旧址待考）,121.5654,25.033,city,true,source-leeao-secret-study,第3行,《李敖笑傲江湖》是在摄影棚录制的...《李敖秘密书房》...在李敖书房里面录制...请各位进入我的家...因为是在我家录制
event-2000-tv-diandao-zhongsheng-truth,258,2000-05-08,2000-08-11,2000年5月8日至8月11日,真相新闻网《李敖颠倒众生》开播,media,high,place-truth-news-network-taipei,真相新闻网 / 真相正经电视台（南港八德路旧址）,121.58132,25.050137,address_approx,true,source-leeao-diandao-zhongsheng,第5行,今天是我李敖在真相新开节目的第一集...《李敖颠倒众生》下周开讲...今天就正式的开始了
event-2000-tv-leeao-talk-show-ttv,258.2,2000-05-17,2000-09-20,2000年5月17日至9月20日,进入台视时段主持《李敖TALK SHOW》,media,medium,place-taiwan-television-bade-10,台湾电视公司 / 台视（八德路三段10号）,121.5512,25.0485,address_approx,true,source-leeao-diandao-zhongsheng,第9、11行,行政院新闻局函，受文者，台湾电视事业股份有限公司...5月17号...《李敖TALK秀》节目...予以警告
event-2000-mother-death-renai-funeral,258.6,2000-07-29,2000-07-31,2000年7月29日至31日,母亲张桂贞在仁爱医院去世、火化并安放阳明山,public_life,high,place-taipei-renai-hospital,台北市仁爱医院 / 台北市立联合医院仁爱院区,121.5456,25.0376,institution_approx,true,source-leeao-talk-show,第3、5行,7月29号上午10:15，我90岁的母亲过去了，由台北市仁爱医院陈宽荣医师开了死亡证明书...仁爱医院...地下室的太平间
event-2000-mother-death-renai-funeral,258.6,2000-07-29,2000-07-31,2000年7月29日至31日,母亲张桂贞在仁爱医院去世、火化并安放阳明山,public_life,high,place-taipei-second-funeral-parlor,台北市第二殡仪馆 / 怀爱馆,121.55275,25.01358,institution_approx,true,source-leeao-talk-show,第11、13行,到了火葬场...这是我第一次去台北市第二殡仪馆
event-2000-mother-death-renai-funeral,258.6,2000-07-29,2000-07-31,2000年7月29日至31日,母亲张桂贞在仁爱医院去世、火化并安放阳明山,public_life,high,place-yangmingshan-columbarium,阳明山灵骨塔 / 阳明山第一公墓,121.52362,25.13889,facility_approx,true,source-leeao-talk-show,第203、207行,她7月29号故去，我在7月31号就把她火葬，并且把她移到了阳明山...我把我父亲的骨灰送到阳明山的台北市政府办的灵骨塔
event-2001-kangning-hospital-two-surgeries,258.68,2001-07-01,2001-10-15,2001年夏秋至10月病后复出,康宁医院两次开刀后复出《李敖大哥大》,health,medium,place-kangning-hospital-neihu,康宁医院（内湖）,121.607,25.0739,address_approx,true,source-leeao-dageda,第11行,从开刀以后一个月...三个月开两次刀，并且第二次刀开的是14公分的刀
event-2001-2002-tv-leeao-dageda-cti,258.75,2001-10-15,2002-05-20,2001年10月15日前后至2002年5月20日,中天电视《李敖大哥大》,media,medium,place-cti-television-taipei-2001,中天电视台 / 中天资讯台（中农科技大楼旧址）,121.56638,25.048009,building_approx,true,source-leeao-dageda,第13行,张学良今天下午死了，我可以在这电视节目里面讲出来
event-2001-2002-tv-leeao-dageda-cti,258.75,2001-10-15,2002-05-20,2001年10月15日前后至2002年5月20日,中天电视《李敖大哥大》,media,medium,place-chinese-television-system-guangfu-100,中华电视公司 / 华视（光复南路100号）,121.55747,25.04367,address_approx,true,source-leeao-dageda,第79行,由于我们现在水灾的原因，中天是借华视的棚，结果只有两线电话
event-2002-cti-cctv-mainland-dialogue,258.82,2001-12-22,2002-02-15,2001年12月央视首播，2002年马年正月初一至初四中天播出,中天/央视《李敖对祖国发音》卫星连线专题,media,high,place-cti-television-taipei-2001,中天电视台 / 中天资讯台（中农科技大楼旧址）,121.56638,25.048009,building_approx,true,source-leeao-dageda,第11、39、41、43行,从这一集开始连续四集，也就是中国马年的正月初一到初四...我跟大陆中央电视台，对他们开始发音...中央电视台与台湾中天电视联合推出...在台北的主持人叫李晶玉
event-2004-fu-jen-university-lecture,258.9,2004-04-27,2004-04-27,2004年4月27日,辅仁大学圣言楼百链展演中心演讲,lecture,high,place-fu-jen-university-pailian-center,辅仁大学圣言楼百链展演中心,121.4334,25.0358,building_approx,true,source-leeao-speeches,第3、5、9、11行,李敖校园演讲——辅仁大学...圣言楼百链展演中心...四点多到了辅大...找到了圣言楼。在百链展演中心门口等了好一会儿
event-2004-sys-memorial-campaign-speech,259,2004-11-14,2004-11-14,2004年11月14日,国父纪念馆唯一正式竞选演讲,politics,high,place-sun-yat-sen-memorial-hall-taipei,台北国父纪念馆,121.5603,25.0401,site_approx,false,source-leeao-yitan-aisi,第9行,11月14日，我在国父纪念馆作了公开演讲，算是我唯一一场正式活动。
event-2004-legislator,260,2004-12-11,2004-12-11,2004年12月11日,当选台湾立法委员,politics,high,place-legislative-yuan,立法院,121.5197,25.0442,institution_approx,false,source-leeao-chronology-50,2004条,当选台湾立法委员
event-2004-legislator,260,2004-12-11,2004-12-11,2004年12月11日,当选台湾立法委员,politics,high,place-taipei,台北,121.5654,25.033,city,false,source-leeao-chronology-50,2004条,当选台湾立法委员
event-2005-2006-legislative-yuan-anti-arms-questioning,261,2005-03-09,2006-12-29,2005年3月至2006年12月,立法院反军购问政主轴展开,politics,high,place-legislative-yuan,立法院,121.5197,25.0442,institution_approx,false,source-leeao-yitan-aisi,第3、7行,2005年3月9日，我在国防委员会，第一次质询国防部长李杰上将
event-2006-legislative-yuan-tear-gas-arms-purchase,262,2006-10-24,2006-10-24,2006年10月24日,立法院程序委员会喷瓦斯阻军购案,politics,high,place-legislative-yuan,立法院,121.5197,25.0442,institution_approx,false,source-leeao-yitan-aisi,第3、5行,2006年10月24日...李敖以瓦斯对付...台湾军购案...会议一开始，我就走到台前...反起军购付委来
event-2004-2006-phoenix-leeao-youhuashuo,262.5,2004-03-08,2006-12-29,2004年3月8日至2006年12月29日,凤凰卫视《李敖有话说》开播并告一段落,media,medium,place-phoenix-youhuashuo-taipei-recording-site,凤凰卫视《李敖有话说》台北录影空间（旧址待考）,121.5654,25.033,city,true,source-leeao-youhuashuo,第3、9、57行,各位终于看到我了。我在台湾藏了五十五年...我终于有一个机会在这里抛头露面...我有机会能够开这个节目，向祖国为主的播音...这就是我今天第一场“李敖有话说”
event-2006-tv-xiaoao-niandai-era,263,2006-05-07,2006-11-12,2006年5月7日至11月12日,年代电视《笑敖年代》开播与节目现场,media,medium,place-era-tv-ruihu-39,年代电视台 / 年代新闻台（瑞湖街39号）,121.5758,25.0787,address_approx,true,source-leeao-yitan-aisi,第3、13行,严智径...主持年代电视时，想在每周日晚上8到9点，推出“笑‘敖’年代”专集...在2006年5月7日起播出...我进了立法院，依法不能主持节目。严智径让非我本人主持了我本人
event-2006-tv-xiaoao-niandai-era,263,2006-05-07,2006-11-12,2006年5月7日至11月12日,年代电视《笑敖年代》开播与节目现场,media,medium,place-sheraton-grand-taipei,台北喜来登大饭店（忠孝东路一段12号）,121.5222,25.0446,address_approx,true,source-leeao-yitan-aisi,第3行,节目开播前十七天，年代在喜来登二楼办开播记者会，并约王金平、宋楚瑜及市长候选人等二十多位“贵宾”前来
event-2006-taipei-mayor-campaign,264,2006-10-15,2006-12-09,2006年10月至12月,参选台北市长传播政治理念,politics,high,place-taipei,台北,121.5654,25.033,city,false,source-leeao-yitan-aisi,第3、5行,决定投身选举...有这么好的一次传播理想机会
event-2006-youhuashuo-cultural-field-trips,264.5,2006-07-14,2006-11-16,2006年7月至11月,《李敖有话说》外景特辑文化行走,public_memory,high,place-kmt-party-history-institute-zhongshan-south-road,中国国民党党史馆 / 旧中央党部大楼（中山南路11号）,121.51868,25.03871,address_approx,true,source-leeao-youhuashuo,第3、9、173行,身边是什么人？是中国国民党党史委员会主任，邵铭煌主任，也就是中国国民党党史馆主任...大师能够光临指教...亲自踏入我们这个史库
event-2006-youhuashuo-cultural-field-trips,264.5,2006-07-14,2006-11-16,2006年7月至11月,《李敖有话说》外景特辑文化行走,public_memory,high,place-yan-xishan-residence-tomb-yangmingshan,阎锡山故居 / 阎锡山墓（阳明山）,121.560464,25.134041,site_approx,false,source-leeao-youhuashuo,第3、5、11、75、167行,今天我做一次外场，我到了台北市的近郊阳明山...今天我来到的这个地方，就是当年把国民党这个流亡政府带到台湾来的阎锡山上将的家...我们要不要先到墓园去看看？请您带我到墓园先看一下...现在就到了阎先生故居的门口
event-2006-youhuashuo-cultural-field-trips,264.5,2006-07-14,2006-11-16,2006年7月至11月,《李敖有话说》外景特辑文化行走,public_memory,high,place-lin-yutang-house-yangmingshan,林语堂故居 / 林语堂纪念馆（阳明山）,121.54694,25.10972,address_approx,false,source-leeao-youhuashuo,第15行,我现在到了台北市阳明山的林语堂故居...现在麻烦她带着我们去参观一下
event-2006-youhuashuo-cultural-field-trips,264.5,2006-07-14,2006-11-16,2006年7月至11月,《李敖有话说》外景特辑文化行走,public_memory,high,place-qianmu-house-shilin,钱穆故居 / 素书楼（士林外双溪）,121.54765,25.09459,address_approx,false,source-leeao-youhuashuo,第3行,现在话说到了台北市士林区东吴大学旁边的钱穆故居...今天我来参观钱穆故居，并且就地讲一讲
event-2006-youhuashuo-cultural-field-trips,264.5,2006-07-14,2006-11-16,2006年7月至11月,《李敖有话说》外景特辑文化行走,public_memory,high,place-fort-san-domingo-tamsui,淡水红毛城 / 前英国领事官邸,121.43317,25.175238,site_approx,false,source-leeao-youhuashuo,第3、5、13行,外景特辑——参访淡水红毛城...到了中国台湾台北淡水的河口...我在的地方...就是所谓的红毛城...现在请大师跟我一起到里面去看一看
event-2005-mainland-cultural-revisit,269.8,2005-09-19,2005-09-21,2005年9月19日至9月21日,神州文化之旅：北京旧地与法源寺重访,public_memory,high,place-beijing,北京/北平,116.4074,39.9042,city,false,source-leeao-shenzhou-cultural-trip,第11、91、123行,12天的“神州文化之旅”...到达首都机场...下榻的钓鱼台国宾馆
event-2005-mainland-cultural-revisit,269.8,2005-09-19,2005-09-21,2005年9月19日至9月21日,神州文化之旅：北京旧地与法源寺重访,public_memory,high,place-beijing-xinxian-hutong-primary-school,新鲜胡同小学,116.4285,39.9215,address_approx,true,source-leeao-shenzhou-cultural-trip,第45、47、51行,在小时候呆过六年的北京新鲜胡同小学参观...站在天安门上...钓鱼台国宾馆
event-2005-mainland-cultural-revisit,269.8,2005-09-19,2005-09-21,2005年9月19日至9月21日,神州文化之旅：北京旧地与法源寺重访,public_memory,high,place-beijing-fayuan-temple,北京法源寺,116.3704,39.8849,address_approx,true,source-leeao-political-variety,第9、17、19、21行,2005年9月19日下午...回到了阔别56年的北京...2005年9月20日...再一次踏进...新鲜胡同小学...9月23日下午...踏进...北京法源寺
event-2005-shenzhou-tiananmen-palace-museum,269.82,2005-09-20,2005-09-20,2005年9月20日,神州文化之旅：登天安门、参观北京故宫,public_memory,high,place-tiananmen-beijing,天安门城楼,116.391083,39.907333,landmark,false,source-leeao-shenzhou-cultural-trip,第5、19、21、45、47、167行,前往天安门、故宫等风景名胜处参观...登上了天安门...在故宫太和殿前现身...我对以前对故宫的评论，表示忏悔
event-2005-shenzhou-tiananmen-palace-museum,269.82,2005-09-20,2005-09-20,2005年9月20日,神州文化之旅：登天安门、参观北京故宫,public_memory,high,place-palace-museum-beijing,故宫博物院（北京）,116.397041,39.916351,institution_approx,false,source-leeao-shenzhou-cultural-trip,第5、19、21、45、47、167行,前往天安门、故宫等风景名胜处参观...登上了天安门...在故宫太和殿前现身...我对以前对故宫的评论，表示忏悔
event-2005-mainland-lectures,270,2005-09-21,2005-09-26,2005年9月21日至9月26日,神州文化之旅：北大、清华、复旦演讲,lecture,high,place-peking-university,北京大学,116.3109,39.9928,institution_approx,false,source-leeao-shenzhou-cultural-trip,第5、7行,进入北大校办公楼二楼演讲报告厅...不能进入报告厅的学生在窗下呼喊
event-2005-mainland-lectures,270,2005-09-21,2005-09-26,2005年9月21日至9月26日,神州文化之旅：北大、清华、复旦演讲,lecture,high,place-tsinghua-university,清华大学,116.3263,40.0007,institution_approx,false,source-leeao-shenzhou-cultural-trip,第7、9、11行,演讲会的地点选在中央主楼报告厅...23日上午9点，李敖到达清华
event-2005-mainland-lectures,270,2005-09-21,2005-09-26,2005年9月21日至9月26日,神州文化之旅：北大、清华、复旦演讲,lecture,high,place-fudan-university,复旦大学,121.503,31.2975,institution_approx,false,source-leeao-shenzhou-cultural-trip,第11、157、167行,走到复旦大学逸夫科技楼...参观了复旦校史馆...为复旦大学题词
event-2005-shanghai-shidong-middle-school-return,270.2,2005-09-27,2005-09-27,2005年9月27日,神州文化之旅：拜访上海母校市东中学,education,high,place-shanghai-jigui-middle-school,上海市市东中学 / 缉椝中学旧址,121.51274,31.25965,institution_approx,false,source-leeao-shenzhou-cultural-trip,第5、21、29、31行,拜访他在上海就读过的缉规中学（现为上海市东中学）...在校礼堂...题字
event-2005-hong-kong-cai-yuanpei-tomb-visit,270.4,2005-09-29,2005-09-29,2005年9月29日,神州文化之旅：香港凭吊蔡元培墓,public_memory,high,place-cai-yuanpei-tomb-aberdeen-hong-kong,蔡元培墓（香港仔华人永远坟场）,114.1547,22.2508,site_approx,true,source-leeao-shenzhou-cultural-trip,第7、15、17、19行,来到香港仔华人永远坟场...到蔡元培墓前献花拜祭...碑上的“蔡孑民先生之墓”
event-2006-2007-qingshan-jianwo-lou-yitan-writing,276,2006-12-24,2007-09-22,2006年12月至2007年9月,阳明山“青山见我楼”书写《议坛哀思录》,writing,medium,place-yangmingshan-qingshan-jianwo-lou,阳明山“青山见我楼”书房,121.545,25.155,area_approx,true,source-leeao-yitan-aisi,第65行,2006年12月24日，在阳明山“青山见我楼”
event-2007-china-wisdom-party-founding,278,2007-09-30,2007-09-30,2007年9月30日,在立法院中兴大楼成立“中国智慧党”,politics,high,place-legislative-yuan-zhongxing-building-103,立法院中兴大楼第103室,121.5199,25.0447,building_approx,true,source-leeao-yitan-aisi,第3、5行,我决定推出“中国智慧党”...2007年9月30日，上午10时，我在立法院中兴大楼第103室贴出“中国智慧党成立大会”。
event-2009-tv-leeao-yumiao-tianxia,279,2009-01-01,2009-06-12,2009年1月1日至6月12日,《李敖语妙天下》重返萤光幕,media,medium,place-gaodian-tv-yumiao-tianxia-taipei,高点电视台 / 《李敖语妙天下》录影播出空间（旧址待考）,121.5654,25.033,city,true,source-leeao-yumiao-tianxia,第13、15行,今天这个电视做出来，又和一个好朋友有关，他的名字叫做郑乃嘉，他主持的佳思比媒体行销有限公司...开放到从新加坡作为一个起点，朝22亿华人人口来播音...在郑乃嘉佳思比公司安排之下，推出这个节目
event-2009-tv-leeao-yumiao-tianxia,279,2009-01-01,2009-06-12,2009年1月1日至6月12日,《李敖语妙天下》重返萤光幕,media,medium,place-yangmingshan-qingshan-jianwo-lou,阳明山“青山见我楼”书房,121.545,25.155,area_approx,true,source-leeao-yumiao-tianxia,第3行,刚刚我从阳明山下来录影...我在台北的阳明山有一间小的工作间...每一次录影都由公司专车接我下山
event-2009-2011-yangmingshan-study-tv-visits,279.3,2009-03-19,2011-09-18,2009年3月19日至2011年9月18日,阳明山书房电视访谈与家中拍摄,media,medium,place-yangmingshan-qingshan-jianwo-lou,阳明山“青山见我楼”书房,121.545,25.155,area_approx,true,source-leeao-political-variety,第3、113、429、535、549行,2009年初春，伴随着阳明山的蒙蒙烟雨...走进了大师李敖从未对外展示过的书房...东风街书房...被我卖掉了...搬到阳明山不过是近几年的事
event-2009-xiaoao-60-retrospective-fieldwork,279.5,2009-05-12,2009-08-08,2009年5月12日至6月12日制作，8月3日至8日播出,《笑傲六十年·有话说李敖》旧地重游与史料拍摄,public_memory,medium,place-keelung-port,基隆港,121.741,25.134,site_approx,false,source-leeao-xiaoao-60-youhuashuo,第5、11行,1949年5月12号...从中国的上海到了中国台湾的基隆港...整整60年以后，2009年5月12号...又旧地重游到了基隆港，我坐在码头上面...所以我说在基隆港的码头，我要神气活现，我要笑
event-2009-xiaoao-60-retrospective-fieldwork,279.5,2009-05-12,2009-08-08,2009年5月12日至6月12日制作，8月3日至8日播出,《笑傲六十年·有话说李敖》旧地重游与史料拍摄,public_memory,medium,place-wenxing-bookstore-hengyang,文星书店衡阳街旧址,121.5109,25.0423,street_approx,true,source-leeao-xiaoao-60-youhuashuo,第51、65行,在台北市衡阳路十五号开了一家书店，叫做文星书店...文星今天什么样子，今天还在，我特别到这个老字号的房子...现在里面开了一家店，就是永和豆浆店...我还在里面喝了点豆浆
event-2009-xiaoao-60-retrospective-fieldwork,279.5,2009-05-12,2009-08-08,2009年5月12日至6月12日制作，8月3日至8日播出,《笑傲六十年·有话说李敖》旧地重游与史料拍摄,public_memory,medium,place-ntu,台湾大学,121.5398,25.0173,institution_approx,false,source-leeao-xiaoao-60-youhuashuo,第51、57行,今天还存在的傅园...重新旧地重游...多少年以后我回到台湾大学，同样地给历史系女学生照相
event-2009-xiaoao-60-retrospective-fieldwork,279.5,2009-05-12,2009-08-08,2009年5月12日至6月12日制作，8月3日至8日播出,《笑傲六十年·有话说李敖》旧地重游与史料拍摄,public_memory,medium,place-national-revolutionary-martyrs-shrine-taipei,国民革命忠烈祠 / 台北忠烈祠,121.532753,25.080458,address_approx,false,source-leeao-xiaoao-60-youhuashuo,第3行,台北的观光地点有一个地方叫做忠烈祠...我也跑到忠烈祠，我也做了操枪表演，拿着我的拐杖...我李敖在这里，旁边就是戴笠的牌位
event-2009-xiaoao-60-retrospective-fieldwork,279.5,2009-05-12,2009-08-08,2009年5月12日至6月12日制作，8月3日至8日播出,《笑傲六十年·有话说李敖》旧地重游与史料拍摄,public_memory,medium,place-caoshan-guest-house-yangmingshan,草山行馆（阳明山）,121.539109,25.154632,address_approx,false,source-leeao-xiaoao-60-youhuashuo,第9行,今天我们也看到了，我李敖走到了被烧掉的草山行馆，看到别人恨蒋介石，一把火把它烧掉，把行馆烧掉了
event-2009-xiaoao-60-retrospective-fieldwork,279.5,2009-05-12,2009-08-08,2009年5月12日至6月12日制作，8月3日至8日播出,《笑傲六十年·有话说李敖》旧地重游与史料拍摄,public_memory,medium,place-national-palace-museum-taipei,国立故宫博物院（台北外双溪）,121.548492,25.102357,address_approx,false,source-leeao-xiaoao-60-youhuashuo,第52行,这一次为了做这个节目...由故宫博物院院长陪我在故宫博物院里面，库藏里面，找出了当年的《南京条约》...当这个《南京条约》摆在我眼前
event-2010-ntu-lecture,280,2010-05-25,2010-05-25,2010年5月25日,台湾大学演讲,lecture,high,place-ntu,台湾大学,121.5398,25.0173,institution_approx,false,source-leeao-speeches,第1、3、5、7行,20100525李敖台湾大学演讲...台大霖泽馆——我的学思历程...主持人——台大校长李嗣涔...我们的“学思历程”已经十三年了，终于我们请到了李敖大师
event-2010-shanghai-expo-family-trip,281,2010-08-27,2010-08-31,2010年8月27日至31日,上海世博行与“神州文化之旅”续集,travel,high,place-shanghai-world-expo-china-pavilion,上海世博会中国馆 / 中华艺术宫,121.4933,31.1854,address_approx,true,source-leeao-political-variety,第3、5、15、17、23、29、41行,到了台湾馆...中国馆...浙江馆、黑龙江馆、上海馆...最后到上海，也许是全家旅行的最后一个机会
event-2010-shanghai-expo-family-trip,281,2010-08-27,2010-08-31,2010年8月27日至31日,上海世博行与“神州文化之旅”续集,travel,high,place-shanghai-museum,上海博物馆,121.4752,31.2288,address_approx,true,source-leeao-political-variety,第5、7、9行,率全家来到了世博，来到了上海...参观了上海博物馆，就提了富可敌台，到了国际饭店重来上海，故地重游...神州文化之旅的续集
event-2010-shanghai-expo-family-trip,281,2010-08-27,2010-08-31,2010年8月27日至31日,上海世博行与“神州文化之旅”续集,travel,high,place-park-hotel-shanghai,上海国际饭店,121.4736,31.2342,address_approx,true,source-leeao-political-variety,第3、5、15、17、23、29、41行,到了台湾馆...中国馆...浙江馆、黑龙江馆、上海馆...最后到上海，也许是全家旅行的最后一个机会
event-2010-shanghai-expo-family-trip,281,2010-08-27,2010-08-31,2010年8月27日至31日,上海世博行与“神州文化之旅”续集,travel,high,place-golden-gate-hotel-shanghai,上海金门大酒店,121.4751,31.2345,address_approx,true,source-leeao-political-variety,第105、111、119、125行,聊一下对金门大饭店的感受吧...61年前我只是经过这里...可是我也老了，饭店也老了...它能够保存好，像我一样75岁还保存的这么好
event-2010-shanghai-expo-family-trip,281,2010-08-27,2010-08-31,2010年8月27日至31日,上海世博行与“神州文化之旅”续集,travel,high,place-site-cpc-first-congress-shanghai,中共一大会址 / 中共一大纪念馆,121.475,31.222,address_approx,true,source-leeao-political-variety,第157、159、161、165、173行,转换场景，从现代高科技坠入怀旧寻古的历史陈迹...谈到了上海博物馆...这个位于上海闹区的中国共产党诞生地中共一大会址是李敖指明要参观
event-2011-mainland-lectures,290,2011-04-01,2011-07-23,2011年4月1日至7月23日,暨南、汕头、厦门、香港书展演讲,lecture,high,place-jinan-university,暨南大学,113.347,23.128,institution_approx,false,source-leeao-speeches,第1、3行,20110401李敖暨南大学演讲...今天是2011年4月1号，我们现在所在的位置是暨南大学礼堂内...将举行由李敖先生为我们主讲
event-2011-mainland-lectures,290,2011-04-01,2011-07-23,2011年4月1日至7月23日,暨南、汕头、厦门、香港书展演讲,lecture,high,place-shantou-university,汕头大学,116.638,23.422,institution_approx,false,source-leeao-speeches,第1、3、13行,20110402李敖汕头大学演讲...X计划“思辨进行时”之对话大师...你这次倒是尊重了我们学院
